Date,Open,High,Low,Close,Adj Close,Volume
2017-11-16,275.044220,277.672028,270.664551,274.606262,255.470032,2538763
2017-11-17,277.234070,281.175781,275.482178,277.672028,258.322174,3085656
2017-11-20,276.796112,278.547974,274.168274,275.920166,256.692413,1749253
2017-11-21,278.110016,286.869385,278.110016,286.431396,266.471191,5274242
2017-11-22,288.183289,290.811096,280.299835,284.241577,264.433929,4310038
2017-11-23,284.241577,285.117493,279.423920,281.175781,261.581757,1568433
2017-11-24,285.555481,296.942657,283.803589,286.431396,266.471191,7354525
2017-11-27,286.431396,286.431396,282.051727,283.803589,264.026428,1679390
2017-11-28,285.993439,295.190765,282.489685,294.752808,274.212646,6294143
2017-11-29,296.504669,301.322327,292.125000,294.314850,273.805237,5536987
2017-11-30,294.314850,294.314850,289.059204,289.497192,269.323303,3633037
2017-12-01,298.256561,300.008423,288.621246,288.621246,268.508392,5300081
2017-12-04,291.249054,291.249054,284.679535,285.117493,265.248810,2221207
2017-12-05,281.613739,283.365631,273.292358,275.044220,255.877502,3408580
2017-12-06,277.672028,282.051727,271.978455,278.985931,259.544556,3278938
2017-12-07,278.985931,280.737823,261.467194,264.532990,246.098724,5800990
2017-12-08,267.160797,275.920166,264.095001,275.920166,256.692413,4022370
2017-12-11,278.547974,288.183289,276.358124,286.869385,266.878571,3529324
2017-12-12,286.869385,286.869385,281.175781,283.803589,264.026428,1884029
2017-12-13,283.803589,287.745300,278.547974,278.547974,259.137054,1662411
2017-12-14,280.299835,283.803589,275.920166,276.796112,257.507294,2274050
2017-12-15,274.606262,275.044220,267.598755,269.350647,250.580688,2583850
2017-12-18,271.540466,274.168274,270.664551,272.416412,253.432816,1196583
2017-12-19,273.292358,280.737823,272.854370,280.737823,261.174316,2472720
2017-12-20,279.861877,280.737823,276.358124,278.110016,258.729645,1290173
2017-12-21,277.672028,287.307343,277.672028,285.993439,266.063751,3654745
2017-12-22,286.431396,287.307343,280.299835,284.241577,264.433929,1425731
2017-12-25,283.803589,285.117493,279.423920,279.423920,259.951996,744358
2017-12-26,282.051727,282.051727,269.788605,271.978455,253.025391,2174570
2017-12-27,270.226563,278.110016,270.226563,277.234070,257.914734,1596220
2017-12-28,278.985931,283.803589,278.110016,283.803589,264.026428,1978026
2017-12-29,283.803589,286.431396,279.861877,282.051727,262.396667,1732809
2018-01-02,282.489685,282.489685,277.672028,280.299835,260.766876,1089192
2018-01-03,282.489685,288.183289,281.175781,281.613739,261.989197,1815696
2018-01-04,283.365631,293.876862,283.365631,293.438904,272.990326,7486333
2018-01-05,293.438904,294.752808,289.059204,293.876862,273.397736,3103243
2018-01-08,295.628754,298.694519,287.307343,288.183289,268.100952,2877147
2018-01-09,292.125000,300.446411,290.811096,300.446411,279.509491,7245043
2018-01-10,301.322327,301.322327,293.876862,296.942657,276.249908,2497653
2018-01-11,297.818573,299.132477,294.752808,297.818573,277.064789,1328033
2018-01-12,301.760315,303.950134,299.132477,301.760315,280.731842,2980198
2018-01-15,305.264038,305.264038,300.008423,302.198273,281.139282,1325962
2018-01-16,303.074219,304.826080,300.446411,301.322327,280.324402,1631181
2018-01-17,299.570465,300.446411,294.752808,296.942657,276.249908,1360118
2018-01-18,301.322327,303.512177,298.256561,302.198273,281.139282,1977784
2018-01-19,302.198273,302.636230,297.818573,302.198273,281.139282,1309022
2018-01-22,302.198273,309.205780,299.132477,307.891876,286.436127,2981678
2018-01-23,311.833588,325.410614,310.957642,323.220764,300.696808,9161167
2018-01-24,328.476379,328.476379,316.651245,319.717010,297.437225,3559622
2018-01-25,321.030914,323.658722,312.709503,315.337311,293.362732,3336896
2018-01-26,317.527161,331.104187,316.651245,327.162476,304.363831,6477698
